province,locationName,locationEnglishName,confirmedCount,suspectedCount,curedCount,deadCount,updateTime,Country/Region
,,Morocco,17,,1,1,2020-03-14 00:00:00,Morocco
,,Saudi Arabia,103,,1,0,2020-03-14 00:00:00,Saudi Arabia
,,Senegal,10,,1,0,2020-03-14 00:00:00,Senegal
,,Argentina,34,,1,2,2020-03-14 00:00:00,Argentina
,,Chile,61,,0,0,2020-03-14 00:00:00,Chile
,,Jordan,1,,1,0,2020-03-14 00:00:00,Jordan
,,Ukraine,3,,0,1,2020-03-14 00:00:00,Ukraine
,,Hungary,30,,1,0,2020-03-14 00:00:00,Hungary
,,Northern Territory,1,,0,0,2020-03-14 00:00:00,Australia
,,Liechtenstein,4,,0,0,2020-03-14 00:00:00,Liechtenstein
,,Poland,103,,0,3,2020-03-14 00:00:00,Poland
,,Tunisia,18,,0,0,2020-03-14 00:00:00,Tunisia
,,Bosnia and Herzegovina,18,,0,0,2020-03-14 00:00:00,Bosnia and Herzegovina
,,Slovenia,181,,0,1,2020-03-14 00:00:00,Slovenia
,,South Africa,38,,0,0,2020-03-14 00:00:00,South Africa
,,Bhutan,1,,0,0,2020-03-14 00:00:00,Bhutan
,,Cameroon,2,,0,0,2020-03-14 00:00:00,Cameroon
,,Colombia,22,,0,0,2020-03-14 00:00:00,Colombia
,,Costa Rica,26,,0,0,2020-03-14 00:00:00,Costa Rica
,,Peru,38,,0,0,2020-03-14 00:00:00,Peru
,,Serbia,46,,0,0,2020-03-14 00:00:00,Serbia
,,Slovakia,44,,0,0,2020-03-14 00:00:00,Slovakia
,,Togo,1,,0,0,2020-03-14 00:00:00,Togo
,,French Guiana,5,,0,0,2020-03-14 00:00:00,French Guiana
,,Malta,18,,1,0,2020-03-14 00:00:00,Malta
,,Martinique,9,,0,0,2020-03-14 00:00:00,Martinique
,,Bulgaria,41,,0,2,2020-03-14 00:00:00,Bulgaria
,,Maldives,10,,0,0,2020-03-14 00:00:00,Maldives
,,Bangladesh,3,,0,0,2020-03-14 00:00:00,Bangladesh
,,Paraguay,6,,0,0,2020-03-14 00:00:00,Paraguay
,,Ontario,79,,4,0,2020-03-14 00:00:00,Canada
,,Alberta,29,,0,0,2020-03-14 00:00:00,Canada
,,Quebec,17,,0,0,2020-03-14 00:00:00,Canada
,,Albania,38,,0,1,2020-03-14 00:00:00,Albania
,,Cyprus,26,,0,0,2020-03-14 00:00:00,Cyprus
,,Brunei,40,,0,0,2020-03-14 00:00:00,Brunei
,,Washington,572,,1,37,2020-03-14 00:00:00,US
,,New York,525,,0,2,2020-03-14 00:00:00,US
,,California,340,,6,5,2020-03-14 00:00:00,US
,,Massachusetts,138,,1,0,2020-03-14 00:00:00,US
,,Diamond Princess,46,,0,0,2020-03-14 00:00:00,US
,,Grand Princess,21,,0,0,2020-03-14 00:00:00,US
,,Georgia,66,,0,1,2020-03-14 00:00:00,US
,,Colorado,101,,0,1,2020-03-14 00:00:00,US
,,Florida,76,,0,3,2020-03-14 00:00:00,US
,,New Jersey,69,,0,1,2020-03-14 00:00:00,US
,,Oregon,32,,0,0,2020-03-14 00:00:00,US
,,Texas,57,,0,0,2020-03-14 00:00:00,US
,,Illinois,64,,2,0,2020-03-14 00:00:00,US
,,Pennsylvania,47,,0,0,2020-03-14 00:00:00,US
,,Iowa,17,,0,0,2020-03-14 00:00:00,US
,,Maryland,26,,0,0,2020-03-14 00:00:00,US
,,North Carolina,24,,0,0,2020-03-14 00:00:00,US
,,South Carolina,19,,0,0,2020-03-14 00:00:00,US
,,Tennessee,32,,0,0,2020-03-14 00:00:00,US
,,Virginia,41,,0,1,2020-03-14 00:00:00,US
,,Arizona,12,,1,0,2020-03-14 00:00:00,US
,,Indiana,16,,0,0,2020-03-14 00:00:00,US
,,Kentucky,14,,0,0,2020-03-14 00:00:00,US
,,District of Columbia,10,,0,0,2020-03-14 00:00:00,US
,,Nevada,21,,0,0,2020-03-14 00:00:00,US
,,New Hampshire,7,,0,0,2020-03-14 00:00:00,US
,,Minnesota,21,,0,0,2020-03-14 00:00:00,US
,,Nebraska,14,,0,0,2020-03-14 00:00:00,US
,,Ohio,26,,0,0,2020-03-14 00:00:00,US
,,Rhode Island,20,,0,0,2020-03-14 00:00:00,US
,,Wisconsin,27,,1,0,2020-03-14 00:00:00,US
,,Connecticut,22,,0,0,2020-03-14 00:00:00,US
,,Hawaii,4,,0,0,2020-03-14 00:00:00,US
,,Oklahoma,4,,0,0,2020-03-14 00:00:00,US
,,Utah,10,,0,0,2020-03-14 00:00:00,US
,,Burkina Faso,2,,0,0,2020-03-14 00:00:00,Burkina Faso
,,Holy See,1,,0,0,2020-03-14 00:00:00,Holy See
,,Mongolia,1,,0,0,2020-03-14 00:00:00,Mongolia
,,Panama,36,,0,1,2020-03-14 00:00:00,Panama
,,Kansas,8,,0,1,2020-03-14 00:00:00,US
,,Louisiana,77,,0,1,2020-03-14 00:00:00,US
,,Missouri,4,,0,0,2020-03-14 00:00:00,US
,,Vermont,5,,0,0,2020-03-14 00:00:00,US
,,Alaska,1,,0,0,2020-03-14 00:00:00,US
,,Arkansas,12,,0,0,2020-03-14 00:00:00,US
,,Delaware,6,,0,0,2020-03-14 00:00:00,US
,,Idaho,2,,0,0,2020-03-14 00:00:00,US
,,Maine,3,,0,0,2020-03-14 00:00:00,US
,,Michigan,25,,0,0,2020-03-14 00:00:00,US
,,Mississippi,6,,0,0,2020-03-14 00:00:00,US
,,Montana,5,,0,0,2020-03-14 00:00:00,US
,,New Mexico,10,,0,0,2020-03-14 00:00:00,US
,,North Dakota,1,,0,0,2020-03-14 00:00:00,US
,,South Dakota,9,,0,1,2020-03-14 00:00:00,US
,,West Virginia,0,,0,0,2020-03-14 00:00:00,US
,,Wyoming,2,,0,0,2020-03-14 00:00:00,US
,,Iran,12729,,2959,611,2020-03-14 00:00:00,Iran
,,"Korea, South",8086,,510,72,2020-03-14 00:00:00,"Korea, South"
,,France,4469,,12,91,2020-03-14 00:00:00,France
,,Diamond Princess,696,,325,7,2020-03-14 00:00:00,Cruise Ship
,,Denmark,827,,1,1,2020-03-14 00:00:00,Denmark
,,Czechia,189,,0,0,2020-03-14 00:00:00,Czechia
,,Taiwan*,53,,20,1,2020-03-14 00:00:00,Taiwan*
,,Vietnam,53,,16,0,2020-03-14 00:00:00,Vietnam
,,Russia,59,,8,0,2020-03-14 00:00:00,Russia
,,Moldova,12,,0,0,2020-03-14 00:00:00,Moldova
,,Bolivia,10,,0,0,2020-03-14 00:00:00,Bolivia
,,Faroe Islands,9,,0,0,2020-03-14 00:00:00,Denmark
,,St Martin,2,,0,0,2020-03-14 00:00:00,France
,,Honduras,2,,0,0,2020-03-14 00:00:00,Honduras
,,Channel Islands,2,,0,0,2020-03-14 00:00:00,United Kingdom
,,New Brunswick,1,,0,0,2020-03-14 00:00:00,Canada
,,Congo (Kinshasa),2,,0,0,2020-03-14 00:00:00,Congo (Kinshasa)
,,Cote d'Ivoire,1,,0,0,2020-03-14 00:00:00,Cote d'Ivoire
,,Saint Barthelemy,1,,0,0,2020-03-14 00:00:00,France
,,Jamaica,8,,0,0,2020-03-14 00:00:00,Jamaica
,,Reunion,6,,0,0,2020-03-14 00:00:00,Reunion
,,Turkey,5,,0,0,2020-03-14 00:00:00,Turkey
,,Gibraltar,1,,1,0,2020-03-14 00:00:00,United Kingdom
,,"Kitsap, WA",0,,0,0,2020-03-14 00:00:00,US
,,"Solano, CA",0,,0,0,2020-03-14 00:00:00,US
,,"Santa Cruz, CA",0,,0,0,2020-03-14 00:00:00,US
,,"Napa, CA",0,,0,0,2020-03-14 00:00:00,US
,,"Ventura, CA",0,,0,0,2020-03-14 00:00:00,US
,,"Worcester, MA",0,,0,0,2020-03-14 00:00:00,US
,,"Gwinnett, GA",0,,0,0,2020-03-14 00:00:00,US
,,"DeKalb, GA",0,,0,0,2020-03-14 00:00:00,US
,,"Floyd, GA",0,,0,0,2020-03-14 00:00:00,US
,,"Fayette, GA",0,,0,0,2020-03-14 00:00:00,US
,,"Gregg, TX",0,,0,0,2020-03-14 00:00:00,US
,,"Monmouth, NJ",0,,0,0,2020-03-14 00:00:00,US
,,"Burlington, NJ",0,,0,0,2020-03-14 00:00:00,US
,,"Camden, NJ",0,,0,0,2020-03-14 00:00:00,US
,,"Passaic, NJ",0,,0,0,2020-03-14 00:00:00,US
,,"Union, NJ",0,,0,0,2020-03-14 00:00:00,US
,,"Eagle, CO",0,,0,0,2020-03-14 00:00:00,US
,,"Larimer, CO",0,,0,0,2020-03-14 00:00:00,US
,,"Arapahoe, CO",0,,0,0,2020-03-14 00:00:00,US
,,"Gunnison, CO",0,,0,0,2020-03-14 00:00:00,US
,,"Kane, IL",0,,0,0,2020-03-14 00:00:00,US
,,"Monroe, PA",0,,0,0,2020-03-14 00:00:00,US
,,"Philadelphia, PA",0,,0,0,2020-03-14 00:00:00,US
,,"Norfolk, VA",0,,0,0,2020-03-14 00:00:00,US
,,"Arlington, VA",0,,0,0,2020-03-14 00:00:00,US
,,"Spotsylvania, VA",0,,0,0,2020-03-14 00:00:00,US
,,"Loudoun, VA",0,,0,0,2020-03-14 00:00:00,US
,,"Prince George's, MD",0,,0,0,2020-03-14 00:00:00,US
,,"Pottawattamie, IA",0,,0,0,2020-03-14 00:00:00,US
,,"Camden, NC",0,,0,0,2020-03-14 00:00:00,US
,,"Pima, AZ",0,,0,0,2020-03-14 00:00:00,US
,,"Noble, IN",0,,0,0,2020-03-14 00:00:00,US
,,"Adams, IN",0,,0,0,2020-03-14 00:00:00,US
,,"Boone, IN",0,,0,0,2020-03-14 00:00:00,US
,,"Dane, WI",0,,0,0,2020-03-14 00:00:00,US
,,"Pierce, WI",0,,0,0,2020-03-14 00:00:00,US
,,"Cuyahoga, OH",0,,0,0,2020-03-14 00:00:00,US
,,"Weber, UT",0,,0,0,2020-03-14 00:00:00,US
,,"Bennington County, VT",0,,0,0,2020-03-14 00:00:00,US
,,"Carver County, MN",0,,0,0,2020-03-14 00:00:00,US
,,"Charlotte County, FL",0,,0,0,2020-03-14 00:00:00,US
,,"Cherokee County, GA",0,,0,0,2020-03-14 00:00:00,US
,,"Collin County, TX",0,,0,0,2020-03-14 00:00:00,US
,,"Jefferson County, KY",0,,0,0,2020-03-14 00:00:00,US
,,"Jefferson Parish, LA",0,,0,0,2020-03-14 00:00:00,US
,,"Shasta County, CA",0,,0,0,2020-03-14 00:00:00,US
,,"Spartanburg County, SC",0,,0,0,2020-03-14 00:00:00,US
,,"Harrison County, KY",0,,0,0,2020-03-14 00:00:00,US
,,"Johnson County, IA",0,,0,0,2020-03-14 00:00:00,US
,,"Berkshire County, MA",0,,0,0,2020-03-14 00:00:00,US
,,"Davidson County, TN",0,,0,0,2020-03-14 00:00:00,US
,,"Douglas County, OR",0,,0,0,2020-03-14 00:00:00,US
,,"Fresno County, CA",0,,0,0,2020-03-14 00:00:00,US
,,"Harford County, MD",0,,0,0,2020-03-14 00:00:00,US
,,"Hendricks County, IN",0,,0,0,2020-03-14 00:00:00,US
,,"Hudson County, NJ",0,,0,0,2020-03-14 00:00:00,US
,,"Johnson County, KS",0,,0,0,2020-03-14 00:00:00,US
,,"Kittitas County, WA",0,,0,0,2020-03-14 00:00:00,US
,,"Manatee County, FL",0,,0,0,2020-03-14 00:00:00,US
,,"Marion County, OR",0,,0,0,2020-03-14 00:00:00,US
,,"Okaloosa County, FL",0,,0,0,2020-03-14 00:00:00,US
,,"Polk County, GA",0,,0,0,2020-03-14 00:00:00,US
,,"Riverside County, CA",0,,0,0,2020-03-14 00:00:00,US
,,"Shelby County, TN",0,,0,0,2020-03-14 00:00:00,US
,,"St. Louis County, MO",0,,0,0,2020-03-14 00:00:00,US
,,"Suffolk County, NY",0,,0,0,2020-03-14 00:00:00,US
,,"Ulster County, NY",0,,0,0,2020-03-14 00:00:00,US
,,"Volusia County, FL",0,,0,0,2020-03-14 00:00:00,US
,,"Fairfax County, VA",0,,0,0,2020-03-14 00:00:00,US
,,"Rockingham County, NH",0,,0,0,2020-03-14 00:00:00,US
,,"Washington, D.C.",0,,0,0,2020-03-14 00:00:00,US
,,"Montgomery County, PA",0,,0,0,2020-03-14 00:00:00,US
,,"Alameda County, CA",0,,0,0,2020-03-14 00:00:00,US
,,"Broward County, FL",0,,0,0,2020-03-14 00:00:00,US
,,"Lee County, FL",0,,0,0,2020-03-14 00:00:00,US
,,"Pinal County, AZ",0,,0,0,2020-03-14 00:00:00,US
,,"Rockland County, NY",0,,0,0,2020-03-14 00:00:00,US
,,"Saratoga County, NY",0,,0,0,2020-03-14 00:00:00,US
,,"Charleston County, SC",0,,0,0,2020-03-14 00:00:00,US
,,"Clark County, WA",0,,0,0,2020-03-14 00:00:00,US
,,"Cobb County, GA",0,,0,0,2020-03-14 00:00:00,US
,,"Davis County, UT",0,,0,0,2020-03-14 00:00:00,US
,,"El Paso County, CO",0,,0,0,2020-03-14 00:00:00,US
,,"Honolulu County, HI",0,,0,0,2020-03-14 00:00:00,US
,,"Jackson County, OR ",0,,0,0,2020-03-14 00:00:00,US
,,"Jefferson County, WA",0,,0,0,2020-03-14 00:00:00,US
,,"Kershaw County, SC",0,,0,0,2020-03-14 00:00:00,US
,,"Klamath County, OR",0,,0,0,2020-03-14 00:00:00,US
,,"Madera County, CA",0,,0,0,2020-03-14 00:00:00,US
,,"Pierce County, WA",0,,0,0,2020-03-14 00:00:00,US
,,"Tulsa County, OK",0,,0,0,2020-03-14 00:00:00,US
,,"Douglas County, CO",0,,0,0,2020-03-14 00:00:00,US
,,"Providence County, RI",0,,0,0,2020-03-14 00:00:00,US
,,"Chatham County, NC",0,,0,0,2020-03-14 00:00:00,US
,,"Delaware County, PA",0,,0,0,2020-03-14 00:00:00,US
,,"Douglas County, NE",0,,0,0,2020-03-14 00:00:00,US
,,"Fayette County, KY",0,,0,0,2020-03-14 00:00:00,US
,,"Marion County, IN",0,,0,0,2020-03-14 00:00:00,US
,,"Middlesex County, MA",0,,0,0,2020-03-14 00:00:00,US
,,"Nassau County, NY",0,,0,0,2020-03-14 00:00:00,US
,,"Ramsey County, MN",0,,0,0,2020-03-14 00:00:00,US
,,"Washoe County, NV",0,,0,0,2020-03-14 00:00:00,US
,,"Wayne County, PA",0,,0,0,2020-03-14 00:00:00,US
,,"Yolo County, CA",0,,0,0,2020-03-14 00:00:00,US
,,"Santa Clara County, CA",0,,0,0,2020-03-14 00:00:00,US
,,"Clark County, NV",0,,0,0,2020-03-14 00:00:00,US
,,"Fort Bend County, TX",0,,0,0,2020-03-14 00:00:00,US
,,"Grant County, WA",0,,0,0,2020-03-14 00:00:00,US
,,"Santa Rosa County, FL",0,,0,0,2020-03-14 00:00:00,US
,,"Williamson County, TN",0,,0,0,2020-03-14 00:00:00,US
,,"New York County, NY",0,,0,0,2020-03-14 00:00:00,US
,,"Montgomery County, MD",0,,0,0,2020-03-14 00:00:00,US
,,"Suffolk County, MA",0,,0,0,2020-03-14 00:00:00,US
,,"Denver County, CO",0,,0,0,2020-03-14 00:00:00,US
,,"Summit County, CO",0,,0,0,2020-03-14 00:00:00,US
,,"Bergen County, NJ",0,,0,0,2020-03-14 00:00:00,US
,,"Harris County, TX",0,,0,0,2020-03-14 00:00:00,US
,,"San Francisco County, CA",0,,0,0,2020-03-14 00:00:00,US
,,"Contra Costa County, CA",0,,0,0,2020-03-14 00:00:00,US
,,"Orange County, CA",0,,0,0,2020-03-14 00:00:00,US
,,"Norfolk County, MA",0,,0,0,2020-03-14 00:00:00,US
,,"Maricopa County, AZ",0,,0,0,2020-03-14 00:00:00,US
,,"Wake County, NC",0,,0,0,2020-03-14 00:00:00,US
,,"Westchester County, NY",0,,0,0,2020-03-14 00:00:00,US
,,"Grafton County, NH",0,,0,0,2020-03-14 00:00:00,US
,,"Hillsborough, FL",0,,0,0,2020-03-14 00:00:00,US
,,"Placer County, CA",0,,0,0,2020-03-14 00:00:00,US
,,"San Mateo, CA",0,,0,0,2020-03-14 00:00:00,US
,,"Sonoma County, CA",0,,0,0,2020-03-14 00:00:00,US
,,"Umatilla, OR",0,,0,0,2020-03-14 00:00:00,US
,,"Fulton County, GA",0,,0,0,2020-03-14 00:00:00,US
,,"Washington County, OR",0,,0,0,2020-03-14 00:00:00,US
,,"Snohomish County, WA",0,,0,0,2020-03-14 00:00:00,US
,,"Humboldt County, CA",0,,0,0,2020-03-14 00:00:00,US
,,"Sacramento County, CA",0,,0,0,2020-03-14 00:00:00,US
,,"San Diego County, CA",0,,0,0,2020-03-14 00:00:00,US
,,"San Benito, CA",0,,0,0,2020-03-14 00:00:00,US
,,"Los Angeles, CA",0,,0,0,2020-03-14 00:00:00,US
,,"King County, WA",0,,0,0,2020-03-14 00:00:00,US
,,"Cook County, IL",0,,0,0,2020-03-14 00:00:00,US
,,"Skagit, WA",0,,0,0,2020-03-14 00:00:00,US
,,"Thurston, WA",0,,0,0,2020-03-14 00:00:00,US
,,"Island, WA",0,,0,0,2020-03-14 00:00:00,US
,,"Whatcom, WA",0,,0,0,2020-03-14 00:00:00,US
,,"Marin, CA",0,,0,0,2020-03-14 00:00:00,US
,,"Calaveras, CA",0,,0,0,2020-03-14 00:00:00,US
,,"Stanislaus, CA",0,,0,0,2020-03-14 00:00:00,US
,,"San Joaquin, CA",0,,0,0,2020-03-14 00:00:00,US
,,"Essex, MA",0,,0,0,2020-03-14 00:00:00,US
,,"Charlton, GA",0,,0,0,2020-03-14 00:00:00,US
,,"Collier, FL",0,,0,0,2020-03-14 00:00:00,US
,,"Pinellas, FL",0,,0,0,2020-03-14 00:00:00,US
,,"Alachua, FL",0,,0,0,2020-03-14 00:00:00,US
,,"Nassau, FL",0,,0,0,2020-03-14 00:00:00,US
,,"Pasco, FL",0,,0,0,2020-03-14 00:00:00,US
,,"Dallas, TX",0,,0,0,2020-03-14 00:00:00,US
,,"Tarrant, TX",0,,0,0,2020-03-14 00:00:00,US
,,"Montgomery, TX",0,,0,0,2020-03-14 00:00:00,US
,,"Middlesex, NJ",0,,0,0,2020-03-14 00:00:00,US
,,"Jefferson, CO",0,,0,0,2020-03-14 00:00:00,US
,,"Multnomah, OR",0,,0,0,2020-03-14 00:00:00,US
,,"Polk, OR",0,,0,0,2020-03-14 00:00:00,US
,,"Deschutes, OR",0,,0,0,2020-03-14 00:00:00,US
,,"McHenry, IL",0,,0,0,2020-03-14 00:00:00,US
,,"Lake, IL",0,,0,0,2020-03-14 00:00:00,US
,,"Bucks, PA",0,,0,0,2020-03-14 00:00:00,US
,,"Hanover, VA",0,,0,0,2020-03-14 00:00:00,US
,,"Lancaster, SC",0,,0,0,2020-03-14 00:00:00,US
,,"Sullivan, TN",0,,0,0,2020-03-14 00:00:00,US
,,"Johnson, IN",0,,0,0,2020-03-14 00:00:00,US
,,"Howard, IN",0,,0,0,2020-03-14 00:00:00,US
,,"St. Joseph, IN",0,,0,0,2020-03-14 00:00:00,US
,,"Knox, NE",0,,0,0,2020-03-14 00:00:00,US
,,"Stark, OH",0,,0,0,2020-03-14 00:00:00,US
,,"Anoka, MN",0,,0,0,2020-03-14 00:00:00,US
,,"Olmsted, MN",0,,0,0,2020-03-14 00:00:00,US
,,"Summit, UT",0,,0,0,2020-03-14 00:00:00,US
,,"Fairfield, CT",0,,0,0,2020-03-14 00:00:00,US
,,"Litchfield, CT",0,,0,0,2020-03-14 00:00:00,US
,,"Orleans, LA",0,,0,0,2020-03-14 00:00:00,US
,,"Pennington, SD",0,,0,0,2020-03-14 00:00:00,US
,,"Beadle, SD",0,,0,0,2020-03-14 00:00:00,US
,,"Charles Mix, SD",0,,0,0,2020-03-14 00:00:00,US
,,"Davison, SD",0,,0,0,2020-03-14 00:00:00,US
,,"Minnehaha, SD",0,,0,0,2020-03-14 00:00:00,US
,,"Bon Homme, SD",0,,0,0,2020-03-14 00:00:00,US
,,"Socorro, NM",0,,0,0,2020-03-14 00:00:00,US
,,"Bernalillo, NM",0,,0,0,2020-03-14 00:00:00,US
,,"Oakland, MI",0,,0,0,2020-03-14 00:00:00,US
,,"Wayne, MI",0,,0,0,2020-03-14 00:00:00,US
,,"New Castle, DE",0,,0,0,2020-03-14 00:00:00,US
,,Cuba,4,,0,0,2020-03-14 00:00:00,Cuba
,,Guyana,1,,0,1,2020-03-14 00:00:00,Guyana
,,Australian Capital Territory,1,,0,0,2020-03-14 00:00:00,Australia
,,United Kingdom,1140,,18,21,2020-03-14 00:00:00,United Kingdom
,,Kazakhstan,6,,0,0,2020-03-14 00:00:00,Kazakhstan
,,French Polynesia,3,,0,0,2020-03-14 00:00:00,France
,,Cayman Islands,1,,0,0,2020-03-14 00:00:00,Cayman Islands
,,Guadeloupe,1,,0,0,2020-03-14 00:00:00,Guadeloupe
,,Manitoba,4,,0,0,2020-03-14 00:00:00,Canada
,,Saskatchewan,2,,0,0,2020-03-14 00:00:00,Canada
,,Ethiopia,1,,0,0,2020-03-14 00:00:00,Ethiopia
,,Sudan,1,,0,1,2020-03-14 00:00:00,Sudan
,,Guinea,1,,0,0,2020-03-14 00:00:00,Guinea
,,Aruba,2,,0,0,2020-03-14 00:00:00,Aruba
,,Grand Princess,2,,0,0,2020-03-14 00:00:00,Canada
,,Kenya,1,,0,0,2020-03-14 00:00:00,Kenya
,,Antigua and Barbuda,1,,0,0,2020-03-14 00:00:00,Antigua and Barbuda
,,Alabama,6,,0,0,2020-03-14 00:00:00,US
,,Fench Guiana,5,,0,0,2020-03-14 00:00:00,France
,,Uruguay,4,,0,0,2020-03-14 00:00:00,Uruguay
,,Ghana,3,,0,0,2020-03-14 00:00:00,Ghana
,,Puerto Rico,3,,0,0,2020-03-14 00:00:00,US
,,Jersey,2,,0,0,2020-03-14 00:00:00,Jersey
,,Namibia,2,,0,0,2020-03-14 00:00:00,Namibia
,,Seychelles,2,,0,0,2020-03-14 00:00:00,Seychelles
,,Trinidad and Tobago,2,,0,0,2020-03-14 00:00:00,Trinidad and Tobago
,,Venezuela,2,,0,0,2020-03-14 00:00:00,Venezuela
,,Curacao,1,,0,0,2020-03-14 00:00:00,Curacao
,,Eswatini,1,,0,0,2020-03-14 00:00:00,Eswatini
,,Gabon,1,,0,0,2020-03-14 00:00:00,Gabon
,,Guatemala,1,,0,0,2020-03-14 00:00:00,Guatemala
,,Guernsey,1,,0,0,2020-03-14 00:00:00,Guernsey
,,Mauritania,1,,0,0,2020-03-14 00:00:00,Mauritania
,,Rwanda,1,,0,0,2020-03-14 00:00:00,Rwanda
,,Saint Lucia,1,,0,0,2020-03-14 00:00:00,Saint Lucia
,,Saint Vincent and the Grenadines,1,,0,0,2020-03-14 00:00:00,Saint Vincent and the Grenadines
,,Suriname,1,,0,0,2020-03-14 00:00:00,Suriname
,,"Virgin Islands, U.S.",1,,0,0,2020-03-14 00:00:00,US
,,occupied Palestinian territory,0,,0,0,2020-03-14 00:00:00,occupied Palestinian territory
