,Unnamed: 0,Unnamed: 0.1,Unnamed: 0_x,provinceName,provinceEnglishName,province_zipCode,cityName,cityEnglishName,city_zipCode,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,city_confirmedCount,city_suspectedCount,city_curedCount,city_deadCount,updateTime,Latitude,Longitude,GbProv_x,Prov_CH_x,ProvEN,Total,三级甲等医院,专科医院,传染病医院,医疗保健服务场所,卫生院,口腔医院,妇科医院,急救中心,整形美容,疾病预防,眼科医院,精神病医院,综合医院,耳鼻喉医院,肿瘤医院,胸科医院,脑科医院,诊所,骨科医院,Unnamed: 0_y,Population,Land_Area_mi2,Temperature_03_12
238,238,238,362,山西省,Shanxi,14,晋中,Jinzhong,140700.0,133,0,109,0,37,0,26,0,01:12.3,37.69283941,112.7595948,14,山西省,Shanxi,21731,218,23.0,42,7266,1585,2434,188,121,105,222,221,20.0,2148,59.0,28.0,17.0,31,6806,197,19.0,"600,000",6335.0,269.92
239,239,239,363,内蒙古自治区,Neimenggu,15,锡林郭勒盟,Linguolexi,152500.0,75,0,45,0,9,0,2,0,17:09.1,43.93942267,116.0543914,15,内蒙古,Neimenggu,16441,91,17.0,30,5915,1556,1279,76,93,88,221,148,16.0,1230,24.0,15.0,10.0,6,5555,71,,"1,028,000",81802.0,253.55
240,240,240,364,内蒙古自治区,Neimenggu,15,乌海市,Wuhai,150300.0,75,0,45,0,2,0,2,0,17:09.1,39.66200636,106.800391,15,内蒙古,Neimenggu,16441,91,17.0,30,5915,1556,1279,76,93,88,221,148,16.0,1230,24.0,15.0,10.0,6,5555,71,26.0,"630,000",677.0,263.53
241,241,241,365,内蒙古自治区,Neimenggu,15,乌兰察布,Ulanqab,150900.0,75,0,45,0,3,0,2,0,17:09.1,41.00074833,113.1394677,15,内蒙古,Neimenggu,16441,91,17.0,30,5915,1556,1279,76,93,88,221,148,16.0,1230,24.0,15.0,10.0,6,5555,71,,"2,144,000",21039.0,257.73
242,242,242,366,内蒙古自治区,Neimenggu,15,赤峰,Chifeng,150400.0,75,0,45,0,9,0,8,0,17:09.1,42.26168610000001,118.8955204,15,内蒙古,Neimenggu,16441,91,17.0,30,5915,1556,1279,76,93,88,221,148,16.0,1230,24.0,15.0,10.0,6,5555,71,27.0,"1,165,000",34855.0,261.57
243,243,243,367,内蒙古自治区,Neimenggu,15,巴彦淖尔,Bayannur,150800.0,75,0,45,0,8,0,6,0,17:09.1,40.74935949,107.3943981,15,内蒙古,Neimenggu,16441,91,17.0,30,5915,1556,1279,76,93,88,221,148,16.0,1230,24.0,15.0,10.0,6,5555,71,,"1,670,000",25401.0,263.72
244,244,244,368,内蒙古自治区,Neimenggu,15,鄂尔多斯,Ordos,150600.0,75,0,45,0,11,0,9,0,17:09.1,39.61448231,109.7874432,15,内蒙古,Neimenggu,16441,91,17.0,30,5915,1556,1279,76,93,88,221,148,16.0,1230,24.0,15.0,10.0,6,5555,71,,"1,608,500",33495.0,262.42
245,245,245,369,内蒙古自治区,Neimenggu,15,呼伦贝尔,Hulunbuir,150700.0,75,0,45,0,7,0,4,0,17:09.1,49.21844648,119.7723705,15,内蒙古,Neimenggu,16441,91,17.0,30,5915,1556,1279,76,93,88,221,148,16.0,1230,24.0,15.0,10.0,6,5555,71,,"2,549,000",101913.0,252.41
246,246,246,370,内蒙古自治区,Neimenggu,15,呼和浩特,Hohhot,150100.0,75,0,45,0,7,0,4,0,17:09.1,40.848423,111.75550859999998,15,内蒙古,Neimenggu,16441,91,17.0,30,5915,1556,1279,76,93,88,221,148,16.0,1230,24.0,15.0,10.0,6,5555,71,,"2,163,000",6636.0,261.19
247,247,247,371,内蒙古自治区,Neimenggu,15,通辽,Tongliao,150500.0,75,0,45,0,7,0,2,0,17:09.1,43.65798008,122.2505218,15,内蒙古,Neimenggu,16441,91,17.0,30,5915,1556,1279,76,93,88,221,148,16.0,1230,24.0,15.0,10.0,6,5555,71,28.0,"702,000",22987.0,261.74
248,248,248,372,内蒙古自治区,Neimenggu,15,包头,Baotou,150200.0,75,0,45,0,11,0,5,0,17:09.1,40.66292879,109.8465435,15,内蒙古,Neimenggu,16441,91,17.0,30,5915,1556,1279,76,93,88,221,148,16.0,1230,24.0,15.0,10.0,6,5555,71,25.0,"2,190,000",10721.0,264.01
249,249,249,373,内蒙古自治区,Neimenggu,15,兴安盟,Xinganmeng,152200.0,75,0,45,0,1,0,1,0,17:09.1,46.08846371,122.0443645,15,内蒙古,Neimenggu,16441,91,17.0,30,5915,1556,1279,76,93,88,221,148,16.0,1230,24.0,15.0,10.0,6,5555,71,,"1,613,000",23091.0,259.63
250,250,250,374,新疆维吾尔自治区,Xinjiang,65,乌鲁木齐,Urumqi,650100.0,76,0,52,3,23,0,16,0,38:21.2,43.83076320000001,87.62443994,65,新疆,Xinjiang,7590,74,5.0,24,2568,684,507,42,35,54,120,57,3.0,942,4.0,5.0,5.0,5,2438,18,,"3,505,800",5628.0,265.93
251,251,251,375,新疆维吾尔自治区,Xinjiang,65,伊犁州,Yili,654000.0,76,0,52,3,18,0,12,0,38:21.2,43.7992381,87.63347321,65,新疆,Xinjiang,7590,74,5.0,24,2568,684,507,42,35,54,120,57,3.0,942,4.0,5.0,5.0,5,2438,18,,"4,582,000",103704.0,265.93
252,252,252,376,新疆维吾尔自治区,Xinjiang,65,兵团第四师,Xinjiang Production and Construction Corps 4th Division,0.0,76,0,52,3,10,0,6,1,38:21.2,43.7992381,87.63347321,65,新疆,Xinjiang,7590,74,5.0,24,2568,684,507,42,35,54,120,57,3.0,942,4.0,5.0,5.0,5,2438,18,,"251,200",,265.93
253,253,253,377,新疆维吾尔自治区,Xinjiang,65,吐鲁番市,Turpan,650400.0,76,0,52,3,3,0,1,0,38:21.2,42.95698485,89.19729725,65,新疆,Xinjiang,7590,74,5.0,24,2568,684,507,42,35,54,120,57,3.0,942,4.0,5.0,5.0,5,2438,18,,"637,300",69759.0,270.19
254,254,254,378,新疆维吾尔自治区,Xinjiang,65,兵团第九师,Xinjiang Production and Construction Corps 9th Division,0.0,76,0,52,3,4,0,2,1,38:21.2,43.7992381,87.63347321,65,新疆,Xinjiang,7590,74,5.0,24,2568,684,507,42,35,54,120,57,3.0,942,4.0,5.0,5.0,5,2438,18,,"73,866",,265.93
255,255,255,379,新疆维吾尔自治区,Xinjiang,65,昌吉州,Changji,0.0,76,0,52,3,4,0,3,0,38:21.2,44.01685416,87.31500162,65,新疆,Xinjiang,7590,74,5.0,24,2568,684,507,42,35,54,120,57,3.0,942,4.0,5.0,5.0,5,2438,18,,"393,000",3081.0,265.93
256,256,256,380,新疆维吾尔自治区,Xinjiang,65,兵团第八师石河子市,"Shihezi, Xinjiang Production and Construction Corps 8th Division",0.0,76,0,52,3,4,0,2,1,38:21.2,43.7992381,87.63347321,65,新疆,Xinjiang,7590,74,5.0,24,2568,684,507,42,35,54,120,57,3.0,942,4.0,5.0,5.0,5,2438,18,,,177.607,265.93
257,257,257,381,新疆维吾尔自治区,Xinjiang,65,巴州,Bayingolin Mongol Autonomous Prefecture,511902.0,76,0,52,3,3,0,3,0,38:21.2,31.857685600000003,106.7755131,65,新疆,Xinjiang,7590,74,5.0,24,2568,684,507,42,35,54,120,57,3.0,942,4.0,5.0,5.0,5,2438,18,,"1,278,000",182422.0,281.48
258,258,258,382,新疆维吾尔自治区,Xinjiang,65,兵团第十二师,Xinjiang Production and Construction Corps 12th Division,0.0,76,0,52,3,3,0,3,0,38:21.2,43.7992381,87.63347321,65,新疆,Xinjiang,7590,74,5.0,24,2568,684,507,42,35,54,120,57,3.0,942,4.0,5.0,5.0,5,2438,18,,"97,000",,265.93
259,259,259,383,新疆维吾尔自治区,Xinjiang,65,兵团第六师五家渠市,"Wujiaqu, Xinjiang Production and Construction Corps 5th Division",0.0,76,0,52,3,2,0,2,0,38:21.2,43.7992381,87.63347321,65,新疆,Xinjiang,7590,74,5.0,24,2568,684,507,42,35,54,120,57,3.0,942,4.0,5.0,5.0,5,2438,18,,380000,274.0,265.93
260,260,260,384,新疆维吾尔自治区,Xinjiang,65,兵团第七师,Xinjiang Production and Construction Corps 7th Division,0.0,76,0,52,3,1,0,1,0,38:21.2,43.7992381,87.63347321,65,新疆,Xinjiang,7590,74,5.0,24,2568,684,507,42,35,54,120,57,3.0,942,4.0,5.0,5.0,5,2438,18,,"217,186",,265.93
261,261,261,385,新疆维吾尔自治区,Xinjiang,65,阿克苏地区,Akesu,652900.0,76,0,52,3,1,0,1,0,38:21.2,41.17502986,80.26694348,65,新疆,Xinjiang,7590,74,5.0,24,2568,684,507,42,35,54,120,57,3.0,942,4.0,5.0,5.0,5,2438,18,,"413,000",5663.0,270.31
262,262,262,386,广东省,Guangdong,44,潮州,Chaozhou,445100.0,1348,0,935,7,5,0,5,0,24:58.4,23.66262319,116.6294702,44,广东省,Guangdong,52743,1210,75.0,59,16159,4849,7203,388,256,750,833,389,58.0,4630,103.0,55.0,60.0,35,15170,461,222.0,"1,428,000",1201.0,292.77
263,263,263,387,广东省,Guangdong,44,汕尾,Shanwei,441500.0,1348,0,935,7,5,0,5,0,24:58.4,22.79126304,115.38155259999998,44,广东省,Guangdong,52743,1210,75.0,59,16159,4849,7203,388,256,750,833,389,58.0,4630,103.0,55.0,60.0,35,15170,461,216.0,"430,000",1877.0,295.12
264,264,264,388,广东省,Guangdong,44,清远,Qingyuan,441800.0,1348,0,935,7,12,0,12,0,24:58.4,23.68823029,113.0624683,44,广东省,Guangdong,52743,1210,75.0,59,16159,4849,7203,388,256,750,833,389,58.0,4630,103.0,55.0,60.0,35,15170,461,219.0,"735,000",7395.0,296.39
265,265,265,389,广东省,Guangdong,44,韶关,Shaoguan,440200.0,1348,0,935,7,10,0,9,0,24:58.4,24.81588128,113.6035273,44,广东省,Guangdong,52743,1210,75.0,59,16159,4849,7203,388,256,750,833,389,58.0,4630,103.0,55.0,60.0,35,15170,461,205.0,"761,000",7199.0,291.83
266,266,266,390,广东省,Guangdong,44,揭阳,Jieyang,445200.0,1348,0,935,7,8,0,5,0,24:58.4,23.55574049,116.3785122,44,广东省,Guangdong,52743,1210,75.0,59,16159,4849,7203,388,256,750,833,389,58.0,4630,103.0,55.0,60.0,35,15170,461,223.0,"1,147,000",2023.0,292.77
267,267,267,391,广东省,Guangdong,44,汕头,Shantou,440500.0,1348,0,935,7,25,0,22,0,24:58.4,23.35909172,116.68852859999998,44,广东省,Guangdong,52743,1210,75.0,59,16159,4849,7203,388,256,750,833,389,58.0,4630,103.0,55.0,60.0,35,15170,461,208.0,"4,327,000",868.0,292.77
268,268,268,392,广东省,Guangdong,44,阳江,Yangjiang,441700.0,1348,0,935,7,14,0,10,0,24:58.4,21.86433973,111.9884893,44,广东省,Guangdong,52743,1210,75.0,59,16159,4849,7203,388,256,750,833,389,58.0,4630,103.0,55.0,60.0,35,15170,461,218.0,"890,000",3072.0,297.65
269,269,269,393,广东省,Guangdong,44,梅州,Meizhou,441400.0,1348,0,935,7,16,0,12,0,24:58.4,24.29417753,116.1295374,44,广东省,Guangdong,52743,1210,75.0,59,16159,4849,7203,388,256,750,833,389,58.0,4630,103.0,55.0,60.0,35,15170,461,215.0,"398,000",6125.0,293.22
270,270,270,394,广东省,Guangdong,44,茂名,Maoming,440900.0,1348,0,935,7,14,0,9,0,24:58.4,21.66906403,110.9315426,44,广东省,Guangdong,52743,1210,75.0,59,16159,4849,7203,388,256,750,833,389,58.0,4630,103.0,55.0,60.0,35,15170,461,212.0,"1,205,000",4411.0,297.93
271,271,271,395,广东省,Guangdong,44,中山,Zhongshan,442000.0,1348,0,935,7,66,0,58,0,24:58.4,22.52231467,113.39942240000002,44,广东省,Guangdong,52743,1210,75.0,59,16159,4849,7203,388,256,750,833,389,58.0,4630,103.0,55.0,60.0,35,15170,461,221.0,"2,914,000",8571.0,297.41
272,272,272,396,广东省,Guangdong,44,湛江,Zhanjiang,440800.0,1348,0,935,7,22,0,17,0,24:58.4,21.27672344,110.3655544,44,广东省,Guangdong,52743,1210,75.0,59,16159,4849,7203,388,256,750,833,389,58.0,4630,103.0,55.0,60.0,35,15170,461,211.0,"1,287,000",4822.0,298.12
273,273,273,397,广东省,Guangdong,44,惠州,Huizhou,441300.0,1348,0,935,7,62,0,55,0,24:58.4,23.11635885,114.423558,44,广东省,Guangdong,52743,1210,75.0,59,16159,4849,7203,388,256,750,833,389,58.0,4630,103.0,55.0,60.0,35,15170,461,214.0,"2,525,000",4217.0,297.65
274,274,274,398,广东省,Guangdong,44,江门,Jiangmen,440700.0,1348,0,935,7,23,0,13,0,24:58.4,22.58460388,113.0885562,44,广东省,Guangdong,52743,1210,75.0,59,16159,4849,7203,388,256,750,833,389,58.0,4630,103.0,55.0,60.0,35,15170,461,210.0,"1,687,000",3646.0,298.09
275,275,275,399,广东省,Guangdong,44,珠海,Zhuhai,440400.0,1348,0,935,7,98,0,63,1,24:58.4,22.27656465,113.5825548,44,广东省,Guangdong,52743,1210,75.0,59,16159,4849,7203,388,256,750,833,389,58.0,4630,103.0,55.0,60.0,35,15170,461,207.0,"1,759,000",666.0,296.89
276,276,276,400,广东省,Guangdong,44,佛山,Foshan,440600.0,1348,0,935,7,84,0,47,0,24:58.4,23.02775875,113.1285122,44,广东省,Guangdong,52743,1210,75.0,59,16159,4849,7203,388,256,750,833,389,58.0,4630,103.0,55.0,60.0,35,15170,461,209.0,"7,327,000",1486.0,297.3
277,277,277,401,广东省,Guangdong,44,东莞,Dongguan,441900.0,1348,0,935,7,98,0,55,1,24:58.4,23.02730841,113.7584205,44,广东省,Guangdong,52743,1210,75.0,59,16159,4849,7203,388,256,750,833,389,58.0,4630,103.0,55.0,60.0,35,15170,461,220.0,"7,408,000",952.0,297.86
278,278,278,402,广东省,Guangdong,44,广州,Guangzhou,440100.0,1348,0,935,7,346,0,240,1,24:58.4,23.13533631,113.2714313,44,广东省,Guangdong,52743,1210,75.0,59,16159,4849,7203,388,256,750,833,389,58.0,4630,103.0,55.0,60.0,35,15170,461,204.0,"13,302,000",2870.0,297.32
279,279,279,403,广东省,Guangdong,44,深圳,Shenzhen,440300.0,1348,0,935,7,417,0,281,3,24:58.4,22.54845664,114.0645518,44,广东省,Guangdong,52743,1210,75.0,59,16159,4849,7203,388,256,750,833,389,58.0,4630,103.0,55.0,60.0,35,15170,461,206.0,"12,357,000",792.0,294.07
280,280,280,404,广东省,Guangdong,44,肇庆,Zhaoqing,441200.0,1348,0,935,7,19,0,13,1,24:58.4,23.05288877,112.4714889,44,广东省,Guangdong,52743,1210,75.0,59,16159,4849,7203,388,256,750,833,389,58.0,4630,103.0,55.0,60.0,35,15170,461,213.0,"1,024,000",5813.0,297.44
281,281,281,405,广东省,Guangdong,44,河源,Heyuan,441600.0,1348,0,935,7,4,0,4,0,24:58.4,23.74968437,114.7074463,44,广东省,Guangdong,52743,1210,75.0,59,16159,4849,7203,388,256,750,833,389,58.0,4630,103.0,55.0,60.0,35,15170,461,217.0,"524,000",6044.0,295.81
282,282,282,406,江苏省,Jiangsu,32,南京,Nanjing,320100.0,631,0,515,0,93,0,58,0,24:58.4,32.06465289,118.8024217,32,江苏省,Jiangsu,36500,922,31.0,67,10107,7263,3045,138,291,444,485,344,33.0,4571,94.0,88.0,37.0,29,8265,246,74.0,"8,847,000",2547.0,286.22
283,283,283,407,吉林省,Jilin,22,梅河口,Meihekou,220581.0,93,0,73,1,1,0,1,0,24:58.4,42.54488389,125.7176078,22,吉林省,Jilin,13790,252,26.0,46,4420,997,2074,167,71,244,237,169,11.0,1170,26.0,26.0,11.0,24,3620,199,,"620,000",840.0,258.58
284,284,284,408,江苏省,Jiangsu,32,苏州,Suzhou,320500.0,631,0,515,0,87,0,62,0,24:58.4,31.30356407,120.5924122,32,江苏省,Jiangsu,36500,922,31.0,67,10107,7263,3045,138,291,444,485,344,33.0,4571,94.0,88.0,37.0,29,8265,246,78.0,"7,070,000",3277.0,285.16
285,285,285,408,江苏省,Jiangsu,32,苏州,Suzhou,320500.0,631,0,515,0,87,0,62,0,24:58.4,31.30356407,120.5924122,32,江苏省,Jiangsu,36500,922,31.0,67,10107,7263,3045,138,291,444,485,344,33.0,4571,94.0,88.0,37.0,29,8265,246,79.0,"7,070,000",3277.0,285.16
286,286,286,408,江苏省,Jiangsu,32,苏州,Suzhou,320500.0,631,0,515,0,87,0,62,0,24:58.4,31.30356407,120.5924122,32,江苏省,Jiangsu,36500,922,31.0,67,10107,7263,3045,138,291,444,485,344,33.0,4571,94.0,88.0,37.0,29,8265,246,112.0,"7,070,000",3277.0,285.16
287,287,287,408,江苏省,Jiangsu,32,苏州,Suzhou,320500.0,631,0,515,0,87,0,62,0,24:58.4,31.30356407,120.5924122,32,江苏省,Jiangsu,36500,922,31.0,67,10107,7263,3045,138,291,444,485,344,33.0,4571,94.0,88.0,37.0,29,8265,246,113.0,"7,070,000",3277.0,285.16
288,288,288,408,江苏省,Jiangsu,32,苏州,Suzhou,320500.0,631,0,515,0,87,0,62,0,24:58.4,31.30356407,120.5924122,32,江苏省,Jiangsu,36500,922,31.0,67,10107,7263,3045,138,291,444,485,344,33.0,4571,94.0,88.0,37.0,29,8265,246,78.0,"1,170,000",3838.0,285.16
289,289,289,408,江苏省,Jiangsu,32,苏州,Suzhou,320500.0,631,0,515,0,87,0,62,0,24:58.4,31.30356407,120.5924122,32,江苏省,Jiangsu,36500,922,31.0,67,10107,7263,3045,138,291,444,485,344,33.0,4571,94.0,88.0,37.0,29,8265,246,79.0,"1,170,000",3838.0,285.16
290,290,290,408,江苏省,Jiangsu,32,苏州,Suzhou,320500.0,631,0,515,0,87,0,62,0,24:58.4,31.30356407,120.5924122,32,江苏省,Jiangsu,36500,922,31.0,67,10107,7263,3045,138,291,444,485,344,33.0,4571,94.0,88.0,37.0,29,8265,246,112.0,"1,170,000",3838.0,285.16
291,291,291,408,江苏省,Jiangsu,32,苏州,Suzhou,320500.0,631,0,515,0,87,0,62,0,24:58.4,31.30356407,120.5924122,32,江苏省,Jiangsu,36500,922,31.0,67,10107,7263,3045,138,291,444,485,344,33.0,4571,94.0,88.0,37.0,29,8265,246,113.0,"1,170,000",3838.0,285.16
292,292,292,409,吉林省,Jilin,22,松原,Songyuan,220700.0,93,0,73,1,2,0,2,0,24:58.4,45.14740419,124.8314819,22,吉林省,Jilin,13790,252,26.0,46,4420,997,2074,167,71,244,237,169,11.0,1170,26.0,26.0,11.0,24,3620,199,56.0,"513,000",8507.0,257.43
293,293,293,410,吉林省,Jilin,22,延边,Yanbian,222400.0,93,0,73,1,5,0,5,0,24:58.4,42.91574303,129.4773763,22,吉林省,Jilin,13790,252,26.0,46,4420,997,2074,167,71,244,237,169,11.0,1170,26.0,26.0,11.0,24,3620,199,,"2,135,800",16799.0,255.81
294,294,294,411,吉林省,Jilin,22,吉林市,Jilin,220200.0,93,0,73,1,5,0,5,0,24:58.4,43.84356783,126.5556345,22,吉林省,Jilin,13790,252,26.0,46,4420,997,2074,167,71,244,237,169,11.0,1170,26.0,26.0,11.0,24,3620,199,51.0,"1,603,000",10489.0,257.71
295,295,295,412,吉林省,Jilin,22,白城,Baicheng,220800.0,93,0,73,1,1,0,0,0,24:58.4,45.62550436,122.8455906,22,吉林省,Jilin,13790,252,26.0,46,4420,997,2074,167,71,244,237,169,11.0,1170,26.0,26.0,11.0,24,3620,199,57.0,"333,000",9916.0,258.66
296,296,296,413,吉林省,Jilin,22,公主岭,Gongzhuling,220381.0,93,0,73,1,6,0,5,0,24:58.4,43.51083266,124.8294487,22,吉林省,Jilin,13790,252,26.0,46,4420,997,2074,167,71,244,237,169,11.0,1170,26.0,26.0,11.0,24,3620,199,,"373,000",1611.0,258.29
297,297,297,414,吉林省,Jilin,22,通化,Tonghua,220500.0,93,0,73,1,6,0,3,0,24:58.4,41.7338158,125.9466063,22,吉林省,Jilin,13790,252,26.0,46,4420,997,2074,167,71,244,237,169,11.0,1170,26.0,26.0,11.0,24,3620,199,54.0,"573,000",5867.0,258.89
298,298,298,415,吉林省,Jilin,22,四平市,Siping,220300.0,93,0,73,1,15,0,11,1,24:58.4,43.17199357,124.35648159999998,22,吉林省,Jilin,13790,252,26.0,46,4420,997,2074,167,71,244,237,169,11.0,1170,26.0,26.0,11.0,24,3620,199,52.0,"594,000",5530.0,259.77
299,299,299,416,吉林省,Jilin,22,长春,Changchun,220100.0,93,0,73,1,45,0,37,0,24:58.4,43.8219535,125.3306021,22,吉林省,Jilin,13790,252,26.0,46,4420,997,2074,167,71,244,237,169,11.0,1170,26.0,26.0,11.0,24,3620,199,50.0,"4,426,000",7955.0,259.36
300,300,300,417,江苏省,Jiangsu,32,泰州,Taizhou,321200.0,631,0,515,0,37,0,37,0,24:58.4,32.46067505,119.9295663,32,江苏省,Jiangsu,36500,922,31.0,67,10107,7263,3045,138,291,444,485,344,33.0,4571,94.0,88.0,37.0,29,8265,246,86.0,"1,935,000",3876.0,285.53
301,301,301,417,江苏省,Jiangsu,32,泰州,Taizhou,321200.0,631,0,515,0,37,0,37,0,24:58.4,32.46067505,119.9295663,32,江苏省,Jiangsu,36500,922,31.0,67,10107,7263,3045,138,291,444,485,344,33.0,4571,94.0,88.0,37.0,29,8265,246,87.0,"1,935,000",3876.0,285.53
302,302,302,417,江苏省,Jiangsu,32,泰州,Taizhou,321200.0,631,0,515,0,37,0,37,0,24:58.4,32.46067505,119.9295663,32,江苏省,Jiangsu,36500,922,31.0,67,10107,7263,3045,138,291,444,485,344,33.0,4571,94.0,88.0,37.0,29,8265,246,98.0,"1,935,000",3876.0,285.53
303,303,303,417,江苏省,Jiangsu,32,泰州,Taizhou,321200.0,631,0,515,0,37,0,37,0,24:58.4,32.46067505,119.9295663,32,江苏省,Jiangsu,36500,922,31.0,67,10107,7263,3045,138,291,444,485,344,33.0,4571,94.0,88.0,37.0,29,8265,246,99.0,"1,935,000",3876.0,285.53
304,304,304,417,江苏省,Jiangsu,32,泰州,Taizhou,321200.0,631,0,515,0,37,0,37,0,24:58.4,32.46067505,119.9295663,32,江苏省,Jiangsu,36500,922,31.0,67,10107,7263,3045,138,291,444,485,344,33.0,4571,94.0,88.0,37.0,29,8265,246,86.0,"1,348,000",2234.0,285.53
305,305,305,417,江苏省,Jiangsu,32,泰州,Taizhou,321200.0,631,0,515,0,37,0,37,0,24:58.4,32.46067505,119.9295663,32,江苏省,Jiangsu,36500,922,31.0,67,10107,7263,3045,138,291,444,485,344,33.0,4571,94.0,88.0,37.0,29,8265,246,87.0,"1,348,000",2234.0,285.53
306,306,306,417,江苏省,Jiangsu,32,泰州,Taizhou,321200.0,631,0,515,0,37,0,37,0,24:58.4,32.46067505,119.9295663,32,江苏省,Jiangsu,36500,922,31.0,67,10107,7263,3045,138,291,444,485,344,33.0,4571,94.0,88.0,37.0,29,8265,246,98.0,"1,348,000",2234.0,285.53
307,307,307,417,江苏省,Jiangsu,32,泰州,Taizhou,321200.0,631,0,515,0,37,0,37,0,24:58.4,32.46067505,119.9295663,32,江苏省,Jiangsu,36500,922,31.0,67,10107,7263,3045,138,291,444,485,344,33.0,4571,94.0,88.0,37.0,29,8265,246,99.0,"1,348,000",2234.0,285.53
308,308,308,418,吉林省,Jilin,22,辽源,Liaoyuan,220400.0,93,0,73,1,7,0,4,0,24:58.4,42.89405501,125.15042520000002,22,吉林省,Jilin,13790,252,26.0,46,4420,997,2074,167,71,244,237,169,11.0,1170,26.0,26.0,11.0,24,3620,199,53.0,"375,000",1979.0,259.05
309,309,309,419,江苏省,Jiangsu,32,镇江,Zhenjiang,321100.0,631,0,515,0,12,0,10,0,24:58.4,32.19471592,119.4304894,32,江苏省,Jiangsu,36500,922,31.0,67,10107,7263,3045,138,291,444,485,344,33.0,4571,94.0,88.0,37.0,29,8265,246,85.0,"1,174,000",1467.0,286.43
310,310,310,420,江苏省,Jiangsu,32,连云港,Lianyungang,320700.0,631,0,515,0,48,0,35,0,24:58.4,34.60224953,119.2286213,32,江苏省,Jiangsu,36500,922,31.0,67,10107,7263,3045,138,291,444,485,344,33.0,4571,94.0,88.0,37.0,29,8265,246,81.0,"1,820,000",2762.0,270.97
311,311,311,421,江苏省,Jiangsu,32,宿迁,Suqian,321300.0,631,0,515,0,13,0,12,0,24:58.4,33.96774972,118.281574,32,江苏省,Jiangsu,36500,922,31.0,67,10107,7263,3045,138,291,444,485,344,33.0,4571,94.0,88.0,37.0,29,8265,246,88.0,"1,440,000",3303.0,272.19
312,312,312,422,江苏省,Jiangsu,32,徐州,Xuzhou,320300.0,631,0,515,0,79,0,71,0,24:58.4,34.21266655,117.2905754,32,江苏省,Jiangsu,36500,922,31.0,67,10107,7263,3045,138,291,444,485,344,33.0,4571,94.0,88.0,37.0,29,8265,246,76.0,"2,146,000",4347.0,272.74
313,313,313,423,江苏省,Jiangsu,32,无锡,Wuxi,320200.0,631,0,515,0,55,0,48,0,24:58.4,31.49880973,120.3185833,32,江苏省,Jiangsu,36500,922,31.0,67,10107,7263,3045,138,291,444,485,344,33.0,4571,94.0,88.0,37.0,29,8265,246,75.0,"3,256,000",1787.0,282.46
314,314,314,424,江苏省,Jiangsu,32,淮安,Huainan,320800.0,631,0,515,0,66,0,55,0,24:58.4,33.6162953,119.0214837,32,江苏省,Jiangsu,36500,922,31.0,67,10107,7263,3045,138,291,444,485,344,33.0,4571,94.0,88.0,37.0,29,8265,246,104.0,"1,438,000",2136.0,275.24
315,315,315,425,江苏省,Jiangsu,32,常州,Changzhou,320400.0,631,0,515,0,51,0,48,0,24:58.4,31.81579565,119.9814847,32,江苏省,Jiangsu,36500,922,31.0,67,10107,7263,3045,138,291,444,485,344,33.0,4571,94.0,88.0,37.0,29,8265,246,77.0,"3,625,000",1693.0,284.09
316,316,316,426,江苏省,Jiangsu,32,南通,Nantong,320600.0,631,0,515,0,40,0,37,0,24:58.4,31.98654943,120.9015917,32,江苏省,Jiangsu,36500,922,31.0,67,10107,7263,3045,138,291,444,485,344,33.0,4571,94.0,88.0,37.0,29,8265,246,80.0,"2,276,000",3299.0,285.86
317,317,317,427,江苏省,Jiangsu,32,盐城,Yancheng,320900.0,631,0,515,0,27,0,25,0,24:58.4,33.35510092,120.1675443,32,江苏省,Jiangsu,36500,922,31.0,67,10107,7263,3045,138,291,444,485,344,33.0,4571,94.0,88.0,37.0,29,8265,246,83.0,"1,864,000",6533.0,275.81
318,318,318,428,江苏省,Jiangsu,32,扬州,Yangzhou,321000.0,631,0,515,0,23,0,17,0,24:58.4,32.40067694,119.4194189,32,江苏省,Jiangsu,36500,922,31.0,67,10107,7263,3045,138,291,444,485,344,33.0,4571,94.0,88.0,37.0,29,8265,246,84.0,"1,993,000",2578.0,286.12
319,319,319,429,海南省,Hainan,46,万宁,Wanning,469006.0,168,0,133,5,13,0,12,0,28:10.2,18.73337723,110.4027802,46,海南省,Hainan,2802,80,11.0,5,1078,187,314,12,17,47,44,18,2.0,213,5.0,5.0,,2,751,11,,"363,000",1715.0,299.79
320,320,320,430,海南省,Hainan,46,三亚,Sanya,460200.0,168,0,133,5,54,0,43,1,28:10.2,18.25873629,109.5185567,46,海南省,Hainan,2802,80,11.0,5,1078,187,314,12,17,47,44,18,2.0,213,5.0,5.0,,2,751,11,241.0,"625,000",741.0,301.68
321,321,321,431,海南省,Hainan,46,海口,Haikou,460100.0,168,0,133,5,39,0,31,0,28:10.2,20.04404944,110.32552549999998,46,海南省,Hainan,2802,80,11.0,5,1078,187,314,12,17,47,44,18,2.0,213,5.0,5.0,,2,751,11,240.0,"1,889,000",864.0,301.09
