STATE,COUNTY,BEDS
Texas,RANDALL COUNTY,4
Texas,REAGAN COUNTY,21
Texas,RED RIVER COUNTY,49
Texas,REEVES COUNTY,25
Texas,REFUGIO COUNTY,20
Texas,ROCKWALL COUNTY,170
Texas,RUNNELS COUNTY,50
Texas,RUSK COUNTY,96
Texas,SABINE COUNTY,25
Texas,SAN AUGUSTINE COUNTY,18
Texas,SAN PATRICIO COUNTY,75
Texas,SCHLEICHER COUNTY,14
Texas,SCURRY COUNTY,25
Texas,SHELBY COUNTY,0
Texas,SMITH COUNTY,1337
Texas,SOMERVELL COUNTY,16
Texas,STARR COUNTY,48
Texas,STEPHENS COUNTY,40
Texas,STONEWALL COUNTY,20
Texas,SUTTON COUNTY,12
Texas,SWISHER COUNTY,20
Texas,TARRANT COUNTY,6814
Texas,TAYLOR COUNTY,956
Texas,TERRY COUNTY,45
Texas,THROCKMORTON COUNTY,14
Texas,TITUS COUNTY,164
Texas,TOM GREEN COUNTY,614
Texas,TRAVIS COUNTY,3904
Texas,TRINITY COUNTY,45
Texas,TYLER COUNTY,49
Texas,UPSHUR COUNTY,37
Texas,UPTON COUNTY,44
Texas,UVALDE COUNTY,25
Texas,VAL VERDE COUNTY,93
Texas,VAN ZANDT COUNTY,52
Texas,VICTORIA COUNTY,723
Texas,WALKER COUNTY,123
Texas,WARD COUNTY,25
Texas,WASHINGTON COUNTY,60
Texas,WEBB COUNTY,578
Texas,WHARTON COUNTY,210
Texas,WHEELER COUNTY,41
Texas,WICHITA COUNTY,559
Texas,WILBARGER COUNTY,687
Texas,WILLIAMSON COUNTY,1009
Texas,WILSON COUNTY,44
Texas,WINKLER COUNTY,19
Texas,WISE COUNTY,184
Texas,WOOD COUNTY,50
Texas,YOAKUM COUNTY,24
Texas,YOUNG COUNTY,67
Utah,BEAVER COUNTY,72
Utah,BOX ELDER COUNTY,53
Utah,CACHE COUNTY,150
Utah,CARBON COUNTY,49
Utah,DAVIS COUNTY,579
Utah,DUCHESNE COUNTY,124
Utah,GARFIELD COUNTY,41
Utah,GRAND COUNTY,19
Utah,IRON COUNTY,48
Utah,JUAB COUNTY,25
Utah,KANE COUNTY,0
Utah,MILLARD COUNTY,37
Utah,SALT LAKE COUNTY,2932
Utah,SAN JUAN COUNTY,25
Utah,SANPETE COUNTY,43
Utah,SEVIER COUNTY,27
Utah,SUMMIT COUNTY,26
Utah,TOOELE COUNTY,31
Utah,UINTAH COUNTY,39
Utah,UTAH COUNTY,1033
Utah,WASATCH COUNTY,19
Utah,WASHINGTON COUNTY,261
Utah,WEBER COUNTY,477
Vermont,ADDISON COUNTY,25
Vermont,BENNINGTON COUNTY,99
Vermont,CALEDONIA COUNTY,25
Vermont,CHITTENDEN COUNTY,562
Vermont,FRANKLIN COUNTY,70
Vermont,LAMOILLE COUNTY,25
Vermont,ORANGE COUNTY,25
Vermont,ORLEANS COUNTY,25
Vermont,RUTLAND COUNTY,123
Vermont,WASHINGTON COUNTY,200
Vermont,WINDHAM COUNTY,229
Vermont,WINDSOR COUNTY,60
Virgin Islands,NOT AVAILABLE COUNTY,357
Virginia,ALBEMARLE COUNTY,285
Virginia,ALEXANDRIA COUNTY,318
Virginia,ALLEGHANY COUNTY,205
Virginia,ARLINGTON COUNTY,334
Virginia,AUGUSTA COUNTY,255
Virginia,BATH COUNTY,25
Virginia,BEDFORD CITY COUNTY,50
Virginia,BRISTOL COUNTY,53
Virginia,BUCHANAN COUNTY,134
Virginia,CHARLOTTESVILLE COUNTY,614
Virginia,CHESAPEAKE COUNTY,310
Virginia,CHESTERFIELD COUNTY,466
Virginia,CULPEPER COUNTY,70
Virginia,DANVILLE COUNTY,250
Virginia,DICKENSON COUNTY,25
Virginia,DINWIDDIE COUNTY,0
Virginia,EMPORIA COUNTY,80
Virginia,ESSEX COUNTY,67
Virginia,FAIRFAX COUNTY,1708
Virginia,FAUQUIER COUNTY,97
Virginia,FRANKLIN CITY COUNTY,90
Virginia,FRANKLIN COUNTY,37
Virginia,FREDERICKSBURG COUNTY,472
Virginia,GALAX COUNTY,141
Virginia,GILES COUNTY,50
Virginia,GLOUCESTER COUNTY,67
Virginia,HALIFAX COUNTY,192
Virginia,HAMPTON COUNTY,812
Virginia,HANOVER COUNTY,265
Virginia,HARRISONBURG COUNTY,270
Virginia,HENRICO COUNTY,1031
Virginia,HOPEWELL COUNTY,147
Virginia,JAMES CITY COUNTY,357
Virginia,LANCASTER COUNTY,76
Virginia,LEE COUNTY,70
Virginia,LEXINGTON COUNTY,25
Virginia,LOUDOUN COUNTY,462
Virginia,LYNCHBURG COUNTY,738
Virginia,MANASSAS COUNTY,130
Virginia,MARTINSVILLE COUNTY,223
Virginia,MECKLENBURG COUNTY,99
Virginia,MONTGOMERY COUNTY,280
Virginia,NEW KENT COUNTY,110
Virginia,NEWPORT NEWS COUNTY,792
Virginia,NORFOLK COUNTY,1400
Virginia,NORTHAMPTON COUNTY,143
Virginia,NORTON COUNTY,262
Virginia,NOTTOWAY COUNTY,123
Virginia,PAGE COUNTY,25
Virginia,PATRICK COUNTY,25
Virginia,PETERSBURG COUNTY,572
Virginia,PORTSMOUTH COUNTY,346
Virginia,PRINCE EDWARD COUNTY,116
Virginia,PRINCE WILLIAM COUNTY,243
Virginia,PULASKI COUNTY,135
Virginia,RICHMOND CITY COUNTY,1612
Virginia,ROANOKE CITY COUNTY,934
Virginia,ROANOKE COUNTY,110
Virginia,ROCKINGHAM COUNTY,238
Virginia,RUSSELL COUNTY,78
Virginia,SALEM COUNTY,794
Virginia,SHENANDOAH COUNTY,25
Virginia,SMYTH COUNTY,377
Virginia,SPOTSYLVANIA COUNTY,100
Virginia,STAFFORD COUNTY,100
Virginia,STAUNTON COUNTY,0
Virginia,SUFFOLK COUNTY,150
Virginia,TAZEWELL COUNTY,231
Virginia,VIRGINIA BEACH COUNTY,700
Virginia,WARREN COUNTY,60
Virginia,WASHINGTON COUNTY,251
Virginia,WILLIAMSBURG COUNTY,40
Virginia,WINCHESTER COUNTY,411
Virginia,WISE COUNTY,60
Virginia,WYTHE COUNTY,108
Virginia,YORK COUNTY,145
Washington,ADAMS COUNTY,57
Washington,ASOTIN COUNTY,25
Washington,BENTON COUNTY,447
Washington,CHELAN COUNTY,251
Washington,CLALLAM COUNTY,163
Washington,CLARK COUNTY,580
Washington,COLUMBIA COUNTY,25
Washington,COWLITZ COUNTY,202
Washington,FERRY COUNTY,25
Washington,FRANKLIN COUNTY,106
Washington,GARFIELD COUNTY,45
Washington,GRANT COUNTY,186
Washington,GRAYS HARBOR COUNTY,154
Washington,ISLAND COUNTY,76
Washington,JEFFERSON COUNTY,25
Washington,KING COUNTY,5461
Washington,KITSAP COUNTY,381
Washington,KITTITAS COUNTY,25
Washington,KLICKITAT COUNTY,42
Washington,LEWIS COUNTY,125
Washington,LINCOLN COUNTY,85
Washington,MASON COUNTY,25
Washington,OKANOGAN COUNTY,91
Washington,PACIFIC COUNTY,51
Washington,PEND OREILLE COUNTY,74
Washington,PIERCE COUNTY,2538
Washington,SAN JUAN COUNTY,25
Washington,SKAGIT COUNTY,205
Washington,SNOHOMISH COUNTY,786
Washington,SPOKANE COUNTY,1881
Washington,STEVENS COUNTY,90
Washington,THURSTON COUNTY,474
Washington,WALLA WALLA COUNTY,316
Washington,WHATCOM COUNTY,253
Washington,WHITMAN COUNTY,50
Washington,YAKIMA COUNTY,528
West Virginia,BARBOUR COUNTY,72
West Virginia,BERKELEY COUNTY,241
West Virginia,BOONE COUNTY,25
West Virginia,BRAXTON COUNTY,25
West Virginia,BROOKE COUNTY,251
West Virginia,CABELL COUNTY,1051
West Virginia,CALHOUN COUNTY,42
West Virginia,FAYETTE COUNTY,94
West Virginia,GRANT COUNTY,61
West Virginia,GREENBRIER COUNTY,122
West Virginia,HAMPSHIRE COUNTY,44
West Virginia,HARRISON COUNTY,292
West Virginia,JACKSON COUNTY,46
West Virginia,JEFFERSON COUNTY,25
West Virginia,KANAWHA COUNTY,763
West Virginia,LEWIS COUNTY,220
West Virginia,LOGAN COUNTY,140
West Virginia,MARION COUNTY,207
West Virginia,MARSHALL COUNTY,127
West Virginia,MASON COUNTY,201
West Virginia,MCDOWELL COUNTY,124
West Virginia,MERCER COUNTY,419
West Virginia,MINERAL COUNTY,25
West Virginia,MINGO COUNTY,76
West Virginia,MONONGALIA COUNTY,940
West Virginia,MORGAN COUNTY,41
West Virginia,NICHOLAS COUNTY,105
West Virginia,OHIO COUNTY,650
West Virginia,POCAHONTAS COUNTY,25
West Virginia,PRESTON COUNTY,50
West Virginia,PUTNAM COUNTY,70
West Virginia,RALEIGH COUNTY,473
West Virginia,RANDOLPH COUNTY,90
West Virginia,ROANE COUNTY,60
West Virginia,SUMMERS COUNTY,25
West Virginia,TAYLOR COUNTY,101
West Virginia,TYLER COUNTY,12
West Virginia,UPSHUR COUNTY,51
West Virginia,WAYNE COUNTY,0
West Virginia,WEBSTER COUNTY,15
West Virginia,WETZEL COUNTY,58
West Virginia,WOOD COUNTY,313
Wisconsin,ADAMS COUNTY,25
Wisconsin,ASHLAND COUNTY,35
Wisconsin,BARRON COUNTY,90
Wisconsin,BROWN COUNTY,1278
Wisconsin,BURNETT COUNTY,25
Wisconsin,CALUMET COUNTY,25
Wisconsin,CHIPPEWA COUNTY,218
Wisconsin,CLARK COUNTY,49
Wisconsin,COLUMBIA COUNTY,98
Wisconsin,CRAWFORD COUNTY,50
Wisconsin,DANE COUNTY,2073
Wisconsin,DODGE COUNTY,245
Wisconsin,DOOR COUNTY,25
Wisconsin,DOUGLAS COUNTY,25
Wisconsin,DUNN COUNTY,25
Wisconsin,EAU CLAIRE COUNTY,661
Wisconsin,FOND DU LAC COUNTY,214
Wisconsin,GRANT COUNTY,85
Wisconsin,GREEN COUNTY,95
Wisconsin,GREEN LAKE COUNTY,25
Wisconsin,IOWA COUNTY,25
Wisconsin,JACKSON COUNTY,25
Wisconsin,JEFFERSON COUNTY,82
Wisconsin,JUNEAU COUNTY,40
Wisconsin,KENOSHA COUNTY,517
Wisconsin,LA CROSSE COUNTY,656
Wisconsin,LAFAYETTE COUNTY,25
Wisconsin,LANGLADE COUNTY,25
Wisconsin,LINCOLN COUNTY,43
Wisconsin,MANITOWOC COUNTY,236
Wisconsin,MARATHON COUNTY,440
Wisconsin,MARINETTE COUNTY,99
Wisconsin,MILWAUKEE COUNTY,4743
Wisconsin,MONROE COUNTY,50
Wisconsin,OCONTO COUNTY,35
Wisconsin,ONEIDA COUNTY,172
Wisconsin,OUTAGAMIE COUNTY,517
Wisconsin,OZAUKEE COUNTY,326
Wisconsin,PEPIN COUNTY,25
Wisconsin,POLK COUNTY,83
Wisconsin,PORTAGE COUNTY,94
Wisconsin,PRICE COUNTY,25
Wisconsin,RACINE COUNTY,715
Wisconsin,RICHLAND COUNTY,25
Wisconsin,ROCK COUNTY,564
Wisconsin,RUSK COUNTY,25
Wisconsin,SAINT CROIX COUNTY,25
Wisconsin,SAUK COUNTY,197
Wisconsin,SAWYER COUNTY,25
Wisconsin,SHAWANO COUNTY,50
Wisconsin,SHEBOYGAN COUNTY,370
Wisconsin,ST. CROIX COUNTY,100
Wisconsin,TAYLOR COUNTY,149
Wisconsin,TREMPEALEAU COUNTY,43
Wisconsin,VERNON COUNTY,50
Wisconsin,VILAS COUNTY,25
Wisconsin,WALWORTH COUNTY,134
Wisconsin,WASHBURN COUNTY,75
Wisconsin,WASHINGTON COUNTY,141
Wisconsin,WAUKESHA COUNTY,1305
Wisconsin,WAUPACA COUNTY,25
Wisconsin,WAUSHARA COUNTY,25
Wisconsin,WINNEBAGO COUNTY,795
Wisconsin,WOOD COUNTY,619
Wyoming,ALBANY COUNTY,99
Wyoming,BIG HORN COUNTY,25
Wyoming,CAMPBELL COUNTY,90
Wyoming,CARBON COUNTY,25
Wyoming,CONVERSE COUNTY,25
Wyoming,CROOK COUNTY,16
Wyoming,FREMONT COUNTY,248
Wyoming,GOSHEN COUNTY,25
Wyoming,HOT SPRINGS COUNTY,25
Wyoming,JOHNSON COUNTY,25
Wyoming,LARAMIE COUNTY,206
Wyoming,LINCOLN COUNTY,38
Wyoming,NATRONA COUNTY,377
Wyoming,NIOBRARA COUNTY,24
Wyoming,PARK COUNTY,50
Wyoming,PLATTE COUNTY,25
Wyoming,SHERIDAN COUNTY,88
Wyoming,SWEETWATER COUNTY,115
Wyoming,TETON COUNTY,48
Wyoming,UINTA COUNTY,225
Wyoming,WASHAKIE COUNTY,18
Wyoming,WESTON COUNTY,12
